Previous Crop,Soil Type,Moisture Level,Nitrogen (N),Phosphorus (P),Potassium (K),Recommended Crop
Barley,Saline,37,347,45,414,Millets
Rice,Saline,37,11,34,61,Sorghum
Sorghum,Clayey,18,189,129,855,Millets
Tobacco,Saline,28,254,75,524,Millets
Rice,Saline,39,209,26,163,Sorghum
Tobacco,Saline,30,91,51,141,Millets
Cotton,Saline,36,164,101,825,Millets
Rice,Silt,21,175,107,20,Sorghum
Soybean,Sandy,26,162,13,616,Millets
Wheat,Loamy,26,266,64,45,Cotton
Barley,Clayey,13,285,55,468,Millets
Cotton,Clayey,38,103,23,548,Millets
Wheat,Saline,29,232,101,793,Cotton
Millets,Silt,12,351,36,757,Millets
Soybean,Saline,35,131,37,606,Millets
Soybean,Silt,33,200,40,134,Millets
Soybean,Saline,40,6,18,785,Millets
Soybean,Silt,12,93,132,362,Millets
Soybean,Sandy,34,385,113,304,Millets
Rice,Clayey,10,344,44,227,Wheat
Millets,Saline,15,307,14,759,Millets
Cotton,Clayey,16,167,92,67,Millets
Wheat,Silt,31,275,14,257,Cotton
Barley,Clayey,24,400,86,833,Millets
Soybean,Silt,26,351,46,154,Millets
Cotton,Loamy,33,370,143,584,Millets
Barley,Saline,37,160,97,430,Millets
Rice,Sandy,20,115,53,570,Sorghum
Millets,Saline,23,323,40,488,Millets
Cotton,Sandy,26,86,41,20,Millets
Groundnut,Saline,22,18,85,831,Millets
Tobacco,Loamy,38,44,116,188,Millets
Cotton,Clayey,21,178,8,198,Millets
Cotton,Sandy,32,324,139,190,Millets
Sorghum,Silt,18,288,82,26,Millets
Groundnut,Sandy,38,177,80,752,Millets
Soybean,Silt,36,55,132,735,Millets
Tobacco,Saline,28,277,51,525,Millets
Wheat,Clayey,15,282,40,169,Cotton
Rice,Silt,37,55,28,773,Sorghum
Wheat,Clayey,40,101,68,246,Cotton
Sorghum,Silt,18,53,42,382,Millets
Soybean,Sandy,14,41,101,563,Millets
Maize,Silt,19,258,117,721,Rice
Wheat,Loamy,11,89,26,234,Cotton
Barley,Saline,33,290,139,527,Millets
Groundnut,Clayey,38,247,90,737,Millets
Sorghum,Saline,26,163,58,463,Millets
Groundnut,Saline,14,260,90,126,Millets
Rice,Clayey,33,52,91,34,Wheat
Soybean,Loamy,10,58,15,450,Millets
Tobacco,Sandy,36,293,87,620,Millets
Barley,Loamy,13,192,150,478,Millets
Sorghum,Saline,21,120,15,703,Millets
Soybean,Saline,21,365,61,148,Millets
Cotton,Clayey,14,198,141,70,Millets
Rice,Clayey,10,227,51,405,Wheat
Rice,Loamy,35,137,109,830,Wheat
Millets,Silt,10,329,146,19,Millets
Cotton,Sandy,35,287,48,256,Millets
Tobacco,Loamy,11,93,134,739,Millets
Soybean,Sandy,28,86,50,517,Millets
Tobacco,Silt,38,134,23,139,Millets
Groundnut,Loamy,18,203,125,58,Millets
Sorghum,Clayey,18,97,102,8,Millets
Wheat,Clayey,32,357,141,675,Cotton
Barley,Sandy,40,121,26,467,Millets
Maize,Saline,16,158,70,835,Rice
Tobacco,Clayey,33,254,63,835,Millets
Cotton,Loamy,14,26,55,403,Millets
Rice,Loamy,40,274,6,419,Wheat
Groundnut,Saline,10,305,90,338,Millets
Groundnut,Sandy,14,247,110,194,Millets
Maize,Saline,34,38,139,603,Rice
Tobacco,Saline,25,92,8,272,Millets
Wheat,Clayey,19,158,10,209,Cotton
Sorghum,Clayey,36,4,28,68,Millets
Barley,Sandy,31,335,140,528,Millets
Barley,Saline,21,156,26,849,Millets
Barley,Sandy,38,26,133,258,Millets
Soybean,Loamy,18,210,93,888,Millets
Sorghum,Loamy,10,311,136,268,Millets
Wheat,Silt,22,216,6,608,Cotton
Groundnut,Clayey,21,322,124,383,Millets
Rice,Silt,35,207,143,128,Sorghum
Tobacco,Saline,19,180,45,14,Millets
Sorghum,Sandy,14,355,64,172,Millets
Millets,Saline,21,179,29,855,Millets
Cotton,Silt,26,13,23,103,Millets
Barley,Loamy,25,142,30,42,Millets
Tobacco,Saline,15,184,61,103,Millets
Barley,Saline,15,61,5,605,Millets
Maize,Sandy,11,251,82,561,Cotton
Groundnut,Silt,37,111,43,682,Millets
Barley,Sandy,21,177,43,543,Millets
Barley,Sandy,20,237,93,707,Millets
Wheat,Saline,31,73,98,437,Cotton
Rice,Sandy,28,137,109,232,Sorghum
Rice,Sandy,22,326,113,675,Sorghum
Groundnut,Clayey,21,56,138,644,Millets
Maize,Clayey,31,90,79,557,Rice
Soybean,Saline,10,198,44,433,Millets
Wheat,Sandy,11,9,81,877,Soybean
Rice,Silt,15,252,137,117,Sorghum
Groundnut,Saline,18,382,77,272,Millets
Sorghum,Sandy,23,178,89,57,Millets
Soybean,Silt,18,297,136,369,Millets
Groundnut,Silt,26,23,8,35,Millets
Wheat,Silt,34,314,116,585,Cotton
Rice,Sandy,34,69,95,835,Sorghum
Groundnut,Saline,15,239,13,597,Millets
Soybean,Sandy,26,129,5,787,Millets
Maize,Saline,40,235,79,885,Rice
Millets,Loamy,40,147,24,490,Millets
Cotton,Silt,22,99,13,819,Millets
Groundnut,Sandy,33,69,105,860,Millets
Tobacco,Clayey,17,167,121,805,Millets
Barley,Sandy,12,274,112,848,Millets
Soybean,Loamy,17,393,134,519,Millets
Barley,Saline,29,193,15,366,Millets
Barley,Loamy,21,103,57,656,Millets
Groundnut,Sandy,27,259,115,542,Millets
Tobacco,Loamy,38,331,118,852,Millets
Sorghum,Clayey,15,30,122,809,Millets
Maize,Silt,34,21,80,428,Rice
Wheat,Saline,32,18,54,395,Cotton
Sorghum,Loamy,10,266,75,222,Millets
Groundnut,Clayey,25,303,142,257,Millets
Groundnut,Saline,14,54,35,427,Millets
Wheat,Loamy,12,199,72,373,Cotton
Rice,Loamy,10,39,60,824,Wheat
Soybean,Saline,37,129,25,752,Millets
Sorghum,Saline,10,13,91,430,Millets
Cotton,Silt,17,263,65,44,Millets
Sorghum,Sandy,21,232,64,657,Millets
Sorghum,Silt,28,291,101,170,Millets
Sorghum,Saline,14,327,130,331,Millets
Cotton,Loamy,21,143,106,334,Millets
Soybean,Sandy,31,379,39,185,Millets
Wheat,Loamy,36,7,27,446,Cotton
Cotton,Silt,35,0,28,118,Millets
Soybean,Silt,22,106,139,637,Millets
Sorghum,Silt,25,357,59,877,Millets
Sorghum,Sandy,14,89,37,687,Millets
Millets,Clayey,26,203,104,494,Millets
Sorghum,Clayey,22,314,75,204,Millets
Millets,Clayey,35,130,35,749,Millets
Cotton,Clayey,22,302,86,129,Millets
Sorghum,Sandy,40,191,138,645,Millets
Millets,Loamy,35,353,10,519,Millets
Rice,Silt,35,258,44,370,Sorghum
Rice,Saline,29,105,136,589,Sorghum
Groundnut,Loamy,29,193,58,561,Millets
Groundnut,Saline,17,127,22,430,Millets
Soybean,Sandy,31,122,59,408,Millets
Maize,Saline,30,95,11,661,Rice
Wheat,Clayey,33,93,101,529,Cotton
Sorghum,Sandy,33,256,111,342,Millets
Tobacco,Loamy,34,396,44,27,Millets
Maize,Saline,10,10,54,81,Rice
Tobacco,Silt,28,39,116,292,Millets
Rice,Clayey,26,7,132,871,Wheat
Maize,Saline,26,276,130,404,Rice
Cotton,Saline,34,230,57,864,Millets
Rice,Clayey,39,115,79,31,Wheat
Millets,Saline,12,33,116,647,Millets
Barley,Clayey,33,272,94,337,Millets
Wheat,Silt,12,199,124,749,Cotton
Barley,Sandy,26,173,9,326,Millets
Barley,Clayey,15,198,108,142,Millets
Maize,Silt,13,19,10,436,Rice
Soybean,Saline,19,363,47,15,Millets
Maize,Saline,19,16,3,705,Rice
Rice,Sandy,34,145,23,483,Sorghum
Maize,Loamy,37,146,19,675,Cotton
Millets,Clayey,27,170,21,654,Millets
Millets,Saline,28,20,73,646,Millets
Tobacco,Silt,28,371,144,471,Millets
Wheat,Sandy,13,113,84,485,Soybean
Groundnut,Silt,26,136,62,797,Millets
Soybean,Silt,13,277,1,135,Millets
Barley,Sandy,22,11,140,678,Millets
Millets,Clayey,24,161,15,447,Millets
Tobacco,Saline,37,308,95,544,Millets
Tobacco,Loamy,18,230,75,220,Millets
Wheat,Sandy,35,266,8,532,Soybean
Wheat,Sandy,38,351,70,520,Soybean
Millets,Clayey,24,131,2,601,Millets
Millets,Clayey,33,206,84,84,Millets
Sorghum,Saline,14,54,42,488,Millets
Barley,Sandy,22,253,28,507,Millets
Cotton,Silt,27,88,24,595,Millets
Millets,Sandy,38,244,119,730,Millets
Groundnut,Loamy,22,194,5,93,Millets
Tobacco,Silt,14,303,123,233,Millets
Barley,Loamy,30,186,8,199,Millets
Wheat,Silt,27,133,120,713,Cotton
Cotton,Saline,24,285,20,783,Millets
Sorghum,Silt,38,33,138,666,Millets
Cotton,Silt,21,5,117,392,Millets
Cotton,Saline,30,125,98,573,Millets
Millets,Sandy,29,150,60,146,Millets
Maize,Silt,13,82,94,858,Rice
Millets,Loamy,22,44,96,884,Millets
Tobacco,Saline,12,325,64,808,Millets
Groundnut,Saline,36,276,128,211,Millets
Soybean,Silt,37,273,107,118,Millets
Soybean,Loamy,39,157,50,375,Millets
Sorghum,Sandy,14,269,72,206,Millets
Millets,Silt,25,364,21,244,Millets
Tobacco,Sandy,10,122,81,382,Millets
Tobacco,Sandy,23,75,54,415,Millets
Sorghum,Loamy,24,188,3,785,Millets
Sorghum,Saline,32,128,8,292,Millets
Groundnut,Saline,33,376,101,251,Millets
Maize,Loamy,34,204,105,157,Cotton
Soybean,Silt,16,225,142,274,Millets
Barley,Clayey,29,119,18,157,Millets
Barley,Clayey,20,356,69,487,Millets
Groundnut,Loamy,20,76,39,531,Millets
Barley,Saline,37,172,78,81,Millets
Barley,Clayey,10,112,14,340,Millets
Rice,Silt,30,55,74,624,Sorghum
Rice,Clayey,30,270,70,196,Wheat
Millets,Clayey,24,342,69,112,Millets
Wheat,Loamy,26,365,115,862,Cotton
Rice,Clayey,15,57,21,358,Wheat
Tobacco,Sandy,27,195,6,800,Millets
Cotton,Silt,25,378,81,212,Millets
Barley,Clayey,22,297,48,278,Millets
Maize,Sandy,30,399,14,338,Cotton
Barley,Silt,10,344,42,412,Millets
Rice,Loamy,24,60,42,6,Wheat
Millets,Silt,27,361,115,67,Millets
Tobacco,Loamy,25,260,119,462,Millets
Tobacco,Silt,32,370,133,496,Millets
Tobacco,Saline,28,74,86,344,Millets
Tobacco,Silt,15,212,33,669,Millets
Tobacco,Sandy,34,210,109,483,Millets
Wheat,Sandy,23,224,71,693,Soybean
Rice,Saline,36,341,123,44,Sorghum
Maize,Saline,18,11,119,54,Rice
Maize,Silt,19,163,32,553,Rice
Cotton,Clayey,33,351,55,234,Millets
Sorghum,Saline,39,106,77,63,Millets
Maize,Clayey,17,28,95,456,Rice
Cotton,Sandy,22,276,63,156,Millets
Sorghum,Silt,32,172,96,385,Millets
Soybean,Loamy,39,141,141,681,Millets
Millets,Sandy,27,387,37,291,Millets
Barley,Saline,17,114,80,367,Millets
Soybean,Saline,38,275,47,882,Millets
Rice,Sandy,34,296,43,440,Sorghum
Barley,Sandy,19,330,138,686,Millets
Soybean,Loamy,32,103,35,645,Millets
Cotton,Clayey,24,27,117,648,Millets
Tobacco,Saline,35,359,86,242,Millets
Maize,Sandy,24,145,126,670,Cotton
Maize,Loamy,38,327,35,46,Cotton
Rice,Sandy,21,140,119,94,Sorghum
Tobacco,Silt,31,255,17,693,Millets
Maize,Clayey,22,325,136,244,Rice
Sorghum,Loamy,12,221,3,516,Millets
Barley,Loamy,10,60,142,642,Millets
Millets,Saline,33,251,62,194,Millets
Tobacco,Sandy,10,180,81,788,Millets
Tobacco,Loamy,28,167,72,520,Millets
Groundnut,Loamy,11,240,17,764,Millets
Millets,Sandy,18,123,110,546,Millets
Rice,Sandy,40,133,52,657,Sorghum
Barley,Sandy,35,113,86,595,Millets
Groundnut,Saline,13,15,138,108,Millets
Groundnut,Loamy,27,7,11,433,Millets
Barley,Saline,28,337,84,850,Millets
Tobacco,Sandy,24,281,142,741,Millets
Cotton,Loamy,38,253,14,136,Millets
Millets,Clayey,12,85,92,218,Millets
Tobacco,Silt,29,136,150,595,Millets
Wheat,Sandy,35,34,54,414,Soybean
Cotton,Saline,38,170,127,420,Millets
Millets,Loamy,30,155,147,326,Millets
Groundnut,Saline,35,245,109,132,Millets
Wheat,Saline,33,231,15,228,Cotton
Soybean,Clayey,15,188,82,899,Millets
Groundnut,Silt,18,55,114,135,Millets
Barley,Clayey,27,197,148,591,Millets
Groundnut,Silt,21,77,76,87,Millets
Soybean,Sandy,24,51,79,135,Millets
Groundnut,Loamy,16,121,128,596,Millets
Groundnut,Silt,12,92,19,49,Millets
Soybean,Silt,25,84,94,302,Millets
Cotton,Silt,17,366,126,512,Millets
Barley,Loamy,39,220,82,406,Millets
Millets,Sandy,10,280,31,244,Millets
Tobacco,Sandy,19,283,99,849,Millets
Wheat,Sandy,26,379,13,690,Soybean
Sorghum,Clayey,30,76,112,58,Millets
Maize,Sandy,37,285,148,799,Cotton
Barley,Clayey,31,98,107,602,Millets
Rice,Loamy,32,333,45,594,Wheat
Barley,Saline,32,93,60,713,Millets
Tobacco,Loamy,35,287,11,4,Millets
Barley,Silt,35,298,24,621,Millets
Millets,Sandy,38,273,65,74,Millets
Wheat,Silt,40,97,85,151,Cotton
Rice,Sandy,30,170,30,705,Sorghum
Soybean,Sandy,40,107,54,578,Millets
Wheat,Silt,17,41,103,344,Cotton
Sorghum,Loamy,33,176,53,444,Millets
Sorghum,Sandy,28,41,39,100,Millets
Groundnut,Loamy,13,213,122,296,Millets
Barley,Clayey,15,367,7,738,Millets
Rice,Saline,14,282,26,350,Sorghum
Tobacco,Silt,11,222,9,405,Millets
Maize,Sandy,21,43,17,251,Cotton
Tobacco,Saline,20,116,25,102,Millets
Cotton,Saline,29,338,0,421,Millets
Rice,Silt,24,255,146,164,Sorghum
Millets,Sandy,25,182,32,588,Millets
Cotton,Silt,23,287,127,18,Millets
Millets,Sandy,36,2,65,486,Millets
Wheat,Loamy,33,105,38,263,Cotton
Sorghum,Saline,16,309,100,657,Millets
Millets,Silt,11,380,41,247,Millets
Cotton,Sandy,25,203,111,307,Millets
Groundnut,Saline,14,222,44,276,Millets
Cotton,Silt,34,1,71,519,Millets
Rice,Silt,35,335,107,718,Sorghum
Maize,Loamy,13,29,36,744,Cotton
Groundnut,Sandy,38,42,74,101,Millets
Rice,Loamy,39,291,140,831,Wheat
Wheat,Silt,31,84,47,245,Cotton
Millets,Silt,25,53,143,465,Millets
Soybean,Saline,40,127,82,854,Millets
Wheat,Sandy,30,22,68,502,Soybean
Maize,Loamy,14,115,92,810,Cotton
Soybean,Clayey,28,201,86,502,Millets
Wheat,Saline,20,104,86,350,Cotton
Soybean,Clayey,25,378,13,860,Millets
Maize,Loamy,10,104,148,684,Cotton
Millets,Loamy,20,64,143,298,Millets
Millets,Loamy,23,298,59,212,Millets
Sorghum,Saline,26,255,31,63,Millets
Rice,Clayey,13,289,105,152,Wheat
Wheat,Sandy,29,115,43,428,Soybean
Wheat,Sandy,35,219,133,500,Soybean
Cotton,Clayey,30,67,15,544,Millets
Wheat,Saline,11,337,150,481,Cotton
Rice,Saline,37,157,145,342,Sorghum
Cotton,Silt,18,14,98,281,Millets
Rice,Saline,31,84,149,591,Sorghum
Rice,Clayey,37,155,17,801,Wheat
Cotton,Saline,36,341,0,159,Millets
Tobacco,Silt,20,362,47,98,Millets
Millets,Sandy,37,18,13,604,Millets
Maize,Sandy,30,264,93,886,Cotton
Cotton,Sandy,28,332,60,885,Millets
Tobacco,Saline,23,350,140,551,Millets
Groundnut,Clayey,31,179,124,724,Millets
Rice,Clayey,35,236,18,407,Wheat
Soybean,Clayey,14,218,3,358,Millets
Rice,Sandy,31,23,47,423,Sorghum
Tobacco,Loamy,40,294,36,608,Millets
Barley,Clayey,14,230,52,714,Millets
Sorghum,Silt,11,198,78,531,Millets
Maize,Clayey,25,101,141,645,Rice
Maize,Clayey,39,102,81,873,Rice
Cotton,Clayey,20,97,138,860,Millets
Maize,Loamy,39,355,138,479,Cotton
Millets,Loamy,35,301,38,700,Millets
Barley,Sandy,12,228,128,132,Millets
Groundnut,Saline,24,284,77,616,Millets
Tobacco,Sandy,20,73,141,284,Millets
Maize,Sandy,30,163,126,744,Cotton
Groundnut,Clayey,21,362,69,239,Millets
Millets,Saline,16,355,40,265,Millets
Soybean,Silt,39,355,138,266,Millets
Soybean,Saline,29,180,133,856,Millets
Soybean,Silt,39,234,43,302,Millets
Maize,Sandy,40,116,107,240,Cotton
Wheat,Loamy,31,71,58,20,Cotton
Soybean,Loamy,14,190,76,480,Millets
Rice,Saline,34,381,150,245,Sorghum
Millets,Sandy,37,38,100,34,Millets
Millets,Saline,31,321,122,771,Millets
Sorghum,Saline,36,252,49,65,Millets
Soybean,Sandy,32,369,15,282,Millets
Millets,Clayey,15,165,96,671,Millets
Cotton,Sandy,14,273,141,185,Millets
Millets,Clayey,34,355,148,895,Millets
Maize,Saline,29,331,62,789,Rice
Tobacco,Silt,38,259,39,622,Millets
Sorghum,Saline,16,191,74,19,Millets
Maize,Silt,33,399,43,444,Rice
Millets,Silt,37,381,14,582,Millets
Tobacco,Clayey,31,290,73,340,Millets
Wheat,Silt,37,332,60,655,Cotton
Rice,Sandy,10,100,29,794,Sorghum
Cotton,Loamy,36,286,109,208,Millets
Sorghum,Sandy,36,69,50,136,Millets
Cotton,Silt,10,126,61,176,Millets
Millets,Saline,28,384,44,641,Millets
Rice,Clayey,32,314,76,369,Wheat
Barley,Silt,29,317,45,501,Millets
Soybean,Saline,13,268,78,353,Millets
Tobacco,Silt,40,31,32,386,Millets
Millets,Silt,26,231,35,523,Millets
Tobacco,Saline,39,289,120,309,Millets
Maize,Saline,14,318,24,433,Rice
Soybean,Loamy,18,257,113,599,Millets
Groundnut,Saline,26,373,80,83,Millets
Barley,Clayey,14,83,123,22,Millets
Tobacco,Saline,38,233,49,775,Millets
Maize,Saline,27,248,29,757,Rice
Soybean,Clayey,10,289,113,236,Millets
Maize,Sandy,21,18,109,864,Cotton
Rice,Silt,29,255,116,726,Sorghum
Millets,Saline,27,352,79,134,Millets
Wheat,Silt,34,288,27,439,Cotton
Cotton,Sandy,26,28,41,718,Millets
Groundnut,Clayey,34,300,104,605,Millets
Wheat,Clayey,32,351,12,829,Cotton
Wheat,Silt,35,160,13,654,Cotton
Wheat,Loamy,11,79,130,837,Cotton
Millets,Loamy,24,68,133,19,Millets
Wheat,Saline,34,228,10,234,Cotton
Cotton,Loamy,23,119,30,10,Millets
Cotton,Sandy,19,121,21,361,Millets
Millets,Silt,30,101,8,426,Millets
Sorghum,Clayey,34,108,6,457,Millets
Millets,Loamy,12,396,9,49,Millets
Rice,Sandy,23,237,55,596,Sorghum
Tobacco,Silt,37,187,4,157,Millets
Maize,Clayey,35,92,117,28,Rice
Soybean,Saline,36,190,91,221,Millets
Wheat,Silt,32,60,94,292,Cotton
Wheat,Sandy,34,124,45,655,Soybean
Cotton,Sandy,23,327,93,764,Millets
Sorghum,Clayey,36,351,85,631,Millets
Wheat,Loamy,15,1,30,429,Cotton
Sorghum,Sandy,26,12,130,622,Millets
Barley,Saline,39,87,62,3,Millets
Maize,Loamy,19,48,74,846,Cotton
Soybean,Saline,12,336,94,437,Millets
Groundnut,Sandy,25,235,74,75,Millets
Cotton,Clayey,33,157,26,702,Millets
Soybean,Silt,30,185,0,70,Millets
Wheat,Silt,35,333,82,382,Cotton
Barley,Sandy,40,295,91,79,Millets
Rice,Silt,11,63,8,870,Sorghum
Cotton,Saline,26,153,41,371,Millets
Wheat,Loamy,20,51,27,22,Cotton
Groundnut,Sandy,33,153,32,244,Millets
Rice,Silt,14,347,7,481,Sorghum
Groundnut,Clayey,16,249,18,736,Millets
Wheat,Sandy,23,278,99,419,Soybean
Tobacco,Silt,34,191,84,836,Millets
Maize,Sandy,22,290,143,531,Cotton
Groundnut,Silt,21,68,25,698,Millets
Rice,Saline,27,66,6,866,Sorghum
Barley,Loamy,24,259,89,534,Millets
Groundnut,Silt,28,235,60,124,Millets
Wheat,Saline,13,36,18,402,Cotton
Barley,Loamy,22,199,36,830,Millets
Tobacco,Silt,39,137,125,337,Millets
Millets,Loamy,33,80,42,574,Millets
Cotton,Loamy,20,304,47,856,Millets
Millets,Clayey,15,160,25,667,Millets
Wheat,Clayey,22,211,71,515,Cotton
Groundnut,Loamy,12,295,125,363,Millets
Barley,Sandy,40,289,19,344,Millets
Tobacco,Saline,14,296,138,823,Millets
Wheat,Clayey,14,340,87,324,Cotton
Tobacco,Silt,32,139,91,517,Millets
Millets,Sandy,20,400,10,8,Millets
Soybean,Clayey,32,214,69,253,Millets
Soybean,Loamy,40,87,2,33,Millets
Millets,Sandy,17,221,103,695,Millets
Tobacco,Clayey,11,64,125,851,Millets
Groundnut,Sandy,32,388,59,700,Millets
Barley,Loamy,29,290,118,302,Millets
Wheat,Silt,23,72,129,781,Cotton
Cotton,Sandy,33,386,59,618,Millets
Rice,Sandy,23,57,58,495,Sorghum
Groundnut,Sandy,22,358,48,93,Millets
Barley,Saline,39,390,147,880,Millets
Tobacco,Sandy,32,6,36,52,Millets
Barley,Loamy,33,195,98,620,Millets
Cotton,Clayey,37,226,75,344,Millets
Soybean,Saline,39,325,119,796,Millets
Soybean,Silt,26,210,81,355,Millets
Millets,Silt,12,103,80,746,Millets
Cotton,Silt,11,172,123,189,Millets
Millets,Saline,39,315,117,663,Millets
Rice,Silt,37,53,101,607,Sorghum
Soybean,Silt,12,365,120,457,Millets
Rice,Loamy,39,144,62,591,Wheat
Sorghum,Saline,28,8,97,795,Millets
Barley,Clayey,38,225,99,233,Millets
Sorghum,Loamy,33,91,128,772,Millets
Rice,Clayey,27,17,147,864,Wheat
Tobacco,Sandy,13,191,74,397,Millets
Cotton,Clayey,22,334,80,880,Millets
Wheat,Loamy,40,147,45,50,Cotton
Maize,Saline,13,275,55,888,Rice
Soybean,Loamy,26,381,73,189,Millets
Millets,Silt,37,340,31,208,Millets
Soybean,Silt,10,93,35,844,Millets
Cotton,Loamy,19,315,4,286,Millets
Rice,Clayey,30,19,141,190,Wheat
Soybean,Saline,10,197,104,90,Millets
Wheat,Sandy,13,46,20,861,Soybean
Maize,Saline,13,192,88,524,Rice
Barley,Sandy,15,221,121,739,Millets
Groundnut,Sandy,14,199,37,139,Millets
Sorghum,Saline,29,276,20,125,Millets
Groundnut,Sandy,39,21,54,596,Millets
Millets,Saline,19,266,86,176,Millets
Groundnut,Loamy,13,197,29,589,Millets
Tobacco,Clayey,27,266,30,830,Millets
Sorghum,Loamy,31,380,114,690,Millets
Sorghum,Sandy,31,277,42,778,Millets
Tobacco,Silt,21,366,37,522,Millets
Maize,Loamy,22,61,150,127,Cotton
Millets,Sandy,11,292,58,208,Millets
Soybean,Saline,40,348,42,895,Millets
Tobacco,Loamy,19,258,67,24,Millets
Soybean,Saline,27,385,104,685,Millets
Maize,Silt,25,378,36,472,Rice
Sorghum,Silt,37,208,100,217,Millets
Soybean,Sandy,39,334,12,330,Millets
Wheat,Silt,11,186,6,697,Cotton
Wheat,Saline,25,144,32,142,Cotton
Wheat,Clayey,26,152,8,178,Cotton
Tobacco,Sandy,20,15,104,549,Millets
Sorghum,Saline,37,137,46,681,Millets
Soybean,Silt,38,131,121,208,Millets
Sorghum,Sandy,40,11,127,518,Millets
Sorghum,Sandy,20,203,17,45,Millets
Sorghum,Saline,21,189,114,713,Millets
Sorghum,Clayey,38,24,22,126,Millets
Millets,Loamy,15,61,42,750,Millets
Tobacco,Loamy,15,270,119,181,Millets
Cotton,Clayey,27,214,20,40,Millets
Soybean,Clayey,37,200,89,692,Millets
Sorghum,Silt,33,138,133,99,Millets
Rice,Clayey,23,150,69,382,Wheat
Maize,Clayey,39,16,17,840,Rice
Rice,Saline,20,134,124,307,Sorghum
Wheat,Sandy,11,226,80,199,Soybean
Maize,Clayey,36,129,63,270,Rice
Millets,Clayey,37,277,29,398,Millets
Groundnut,Silt,20,321,85,66,Millets
Millets,Silt,15,66,113,64,Millets
Soybean,Silt,23,300,72,30,Millets
Sorghum,Saline,40,280,142,420,Millets
Cotton,Saline,36,58,52,384,Millets
Cotton,Silt,12,282,89,558,Millets
Millets,Clayey,17,331,13,260,Millets
Maize,Saline,25,79,101,839,Rice
Soybean,Clayey,40,225,17,170,Millets
Wheat,Silt,22,11,88,463,Cotton
Tobacco,Loamy,18,79,84,286,Millets
Wheat,Sandy,31,149,71,49,Soybean
Rice,Clayey,31,320,36,51,Wheat
Wheat,Saline,19,179,130,719,Cotton
Maize,Clayey,35,138,24,574,Rice
Wheat,Loamy,28,16,146,510,Cotton
Rice,Loamy,29,197,31,537,Wheat
Barley,Clayey,34,245,115,862,Millets
Sorghum,Loamy,24,291,65,202,Millets
Barley,Loamy,39,75,86,41,Millets
Rice,Silt,21,377,124,164,Sorghum
Rice,Loamy,24,104,12,734,Wheat
Barley,Clayey,10,245,38,397,Millets
Soybean,Saline,13,53,92,200,Millets
Soybean,Saline,10,93,46,367,Millets
Tobacco,Silt,33,25,80,609,Millets
Tobacco,Saline,15,110,123,536,Millets
Rice,Clayey,20,322,1,827,Wheat
Maize,Sandy,29,212,121,782,Cotton
Maize,Loamy,32,364,100,734,Cotton
Millets,Sandy,14,275,92,858,Millets
Millets,Saline,34,315,69,718,Millets
Cotton,Sandy,29,236,90,882,Millets
Groundnut,Saline,35,99,128,417,Millets
Rice,Loamy,17,55,76,71,Wheat
Rice,Sandy,14,104,108,484,Sorghum
Maize,Saline,16,199,75,871,Rice
Soybean,Loamy,27,220,40,287,Millets
Sorghum,Clayey,10,132,57,585,Millets
Cotton,Saline,34,38,148,814,Millets
Barley,Loamy,37,122,108,151,Millets
Rice,Silt,18,117,49,766,Sorghum
Barley,Loamy,25,60,93,135,Millets
Wheat,Clayey,28,394,74,35,Cotton
Rice,Clayey,35,97,44,443,Wheat
Rice,Loamy,38,292,71,772,Wheat
Rice,Saline,25,69,82,42,Sorghum
Barley,Sandy,18,73,30,346,Millets
Rice,Sandy,32,367,92,137,Sorghum
Tobacco,Silt,18,349,45,434,Millets
Barley,Loamy,33,224,146,554,Millets
Sorghum,Clayey,15,26,3,665,Millets
Groundnut,Loamy,28,46,118,445,Millets
Soybean,Sandy,32,281,19,225,Millets
Cotton,Saline,36,390,148,135,Millets
Maize,Clayey,19,250,41,351,Rice
Soybean,Clayey,29,124,142,166,Millets
Wheat,Loamy,35,397,94,559,Cotton
Maize,Silt,20,305,147,667,Rice
Tobacco,Loamy,29,110,85,856,Millets
Tobacco,Clayey,25,105,109,890,Millets
Millets,Clayey,13,330,113,15,Millets
Sorghum,Silt,11,228,107,119,Millets
Rice,Saline,30,114,23,849,Sorghum
Maize,Clayey,34,327,35,233,Rice
Tobacco,Silt,32,273,61,416,Millets
Sorghum,Sandy,34,319,135,259,Millets
Maize,Saline,17,395,8,95,Rice
Millets,Clayey,17,60,100,3,Millets
Groundnut,Sandy,36,387,71,870,Millets
Tobacco,Saline,26,290,140,358,Millets
Rice,Silt,18,87,22,792,Sorghum
Millets,Sandy,33,350,4,413,Millets
Groundnut,Sandy,10,226,34,420,Millets
Maize,Silt,11,358,79,69,Rice
Sorghum,Loamy,40,203,41,319,Millets
Soybean,Saline,38,277,79,817,Millets
Groundnut,Sandy,32,6,7,179,Millets
Maize,Silt,39,341,70,63,Rice
Wheat,Loamy,31,15,55,96,Cotton
Maize,Loamy,36,264,95,158,Cotton
Rice,Loamy,26,122,108,339,Wheat
Rice,Saline,39,377,89,643,Sorghum
Groundnut,Saline,28,283,5,816,Millets
Rice,Clayey,14,308,31,469,Wheat
Wheat,Sandy,11,285,23,262,Soybean
Rice,Saline,24,120,67,88,Sorghum
Tobacco,Clayey,28,378,55,101,Millets
